independentRank,learningStage,userTier,masteryTarget,priorityScore,canonicalForm,displayForm,unitType,independentStudy,formOfCanonical,formRelationType,parentLexicalUnitId,sourceBookCount,sourceFamilyCount,qualityStatus,lexicalUnitId,prerequisiteLexicalUnitIds,formCandidates
5706,S1_core_automatic,A1,active_automatic,597,upwards,upwards,lexeme_candidate,True,,,,9,9,unreviewed,lu:6d6f47fe699bc5af1e,,"[{""canonicalForm"":""upward"",""confidence"":""medium"",""lexicalUnitId"":""lu:c01425008672229e28"",""relationType"":""plural_or_3sg""}]"
5707,S1_core_automatic,A1,active_automatic,597,vegetation,vegetation,lexeme_candidate,True,,,,20,9,unreviewed,lu:936f3228e8c427529e,,[]
5708,S1_core_automatic,A1,active_automatic,596,albeit,albeit,lexeme_candidate,True,,,,12,8,unreviewed,lu:8bc7c2c882908e2e24,,[]
5709,S1_core_automatic,A1,active_automatic,596,arid,arid,lexeme_candidate,True,,,,16,8,unreviewed,lu:f12fb00122d62763ee,,[]
5710,S1_core_automatic,A1,active_automatic,596,ascertain,ascertain,lexeme_candidate,True,,,,18,8,unreviewed,lu:ec417999076d38b1ee,,[]
5711,S1_core_automatic,A1,active_automatic,596,elusive,elusive,lexeme_candidate,True,,,,16,8,unreviewed,lu:b749a5f08969a0fd04,,[]
5712,S1_core_automatic,A1,active_automatic,596,favorable,favorable,lexeme_candidate,True,,,,22,8,unreviewed,lu:bd2f95ed109fb27824,,[]
5713,S1_core_automatic,A1,active_automatic,596,handbook,handbook,lexeme_candidate,True,,,,16,8,unreviewed,lu:ed7193de88337f788d,,[]
5714,S1_core_automatic,A1,active_automatic,596,heating,heating,lexeme_candidate,True,,,,14,8,unreviewed,lu:ef97d0207d50af8f14,,"[{""canonicalForm"":""heat"",""confidence"":""medium"",""lexicalUnitId"":""lu:897d42e36610deb152"",""relationType"":""present_participle""}]"
5715,S1_core_automatic,A1,active_automatic,596,honestly,honestly,lexeme_candidate,True,,,,10,8,unreviewed,lu:ec4ef83ae5d2e289fb,,[]
5716,S1_core_automatic,A1,active_automatic,596,irrigation,irrigation,lexeme_candidate,True,,,,19,8,unreviewed,lu:80a18735d7754ec169,,[]
5717,S1_core_automatic,A1,active_automatic,596,novice,novice,lexeme_candidate,True,,,,18,8,unreviewed,lu:ef39ae23a2c136a22a,,[]
5718,S1_core_automatic,A1,active_automatic,596,ordeal,ordeal,lexeme_candidate,True,,,,14,8,unreviewed,lu:e7507a3dd7eb4fcb20,,[]
5719,S1_core_automatic,A1,active_automatic,596,penalize,penalize,lexeme_candidate,True,,,,12,8,unreviewed,lu:ce51f8d8f556ab3c51,,[]
5720,S1_core_automatic,A1,active_automatic,596,perfectly,perfectly,lexeme_candidate,True,,,,8,8,unreviewed,lu:ef613c09322b486751,,[]
5721,S1_core_automatic,A1,active_automatic,596,permeate,permeate,lexeme_candidate,True,,,,20,8,unreviewed,lu:6f3902e50172a3d4af,,[]
5722,S1_core_automatic,A1,active_automatic,596,publisher,publisher,lexeme_candidate,True,,,,14,8,conflicting_variants,lu:538ebff6d7f1cf99ee,,[]
5723,S1_core_automatic,A1,active_automatic,596,rap,rap,lexeme_candidate,True,,,,15,8,unreviewed,lu:52a88445d51c4ab9f3,,[]
5724,S1_core_automatic,A1,active_automatic,596,resourceful,resourceful,lexeme_candidate,True,,,,14,8,unreviewed,lu:4b64140b46a6f5c93c,,[]
5725,S1_core_automatic,A1,active_automatic,596,tangle,tangle,lexeme_candidate,True,,,,16,8,unreviewed,lu:eb04da451ee8ecb45b,,[]
5726,S1_core_automatic,A1,active_automatic,595,annoying,annoying,lexeme_candidate,True,,,,9,9,unreviewed,lu:def98b72df38591dac,,"[{""canonicalForm"":""annoy"",""confidence"":""medium"",""lexicalUnitId"":""lu:05923ce8d5221b58f2"",""relationType"":""present_participle""}]"
5727,S1_core_automatic,A1,active_automatic,595,closed,closed,lexeme_candidate,True,,,,10,7,conflicting_variants,lu:1c189b7944658dcd80,,"[{""canonicalForm"":""close"",""confidence"":""medium"",""lexicalUnitId"":""lu:8271302a104e0351eb"",""relationType"":""past_or_participle""}]"
5728,S1_core_automatic,A1,active_automatic,595,confusing,confusing,lexeme_candidate,True,,,,10,9,unreviewed,lu:65171223cfaa58183e,,"[{""canonicalForm"":""confuse"",""confidence"":""medium"",""lexicalUnitId"":""lu:a109ae3da426bc5901"",""relationType"":""present_participle""}]"
5729,S1_core_automatic,A1,active_automatic,595,convene,convene,lexeme_candidate,True,,,,19,9,unreviewed,lu:a61e05dcb370ba4714,,[]
5730,S1_core_automatic,A1,active_automatic,595,doom,doom,lexeme_candidate,True,,,,21,7,unreviewed,lu:ae00ea113c3a65dbbd,,[]
5731,S1_core_automatic,A1,active_automatic,595,herald,herald,lexeme_candidate,True,,,,19,9,unreviewed,lu:fb3c5093bfb0d3786c,,[]
5732,S1_core_automatic,A1,active_automatic,595,hesitant,hesitant,lexeme_candidate,True,,,,10,9,conflicting_variants,lu:f5ad5c3ca97a40a9df,,[]
5733,S1_core_automatic,A1,active_automatic,595,indignant,indignant,lexeme_candidate,True,,,,19,9,conflicting_variants,lu:9216a65d59dbc8028a,,[]
5734,S1_core_automatic,A1,active_automatic,595,intellect,intellect,lexeme_candidate,True,,,,13,9,unreviewed,lu:f0641eec2b07035929,,[]
5735,S1_core_automatic,A1,active_automatic,595,needy,needy,lexeme_candidate,True,,,,13,9,unreviewed,lu:648133e6107b16cf9e,,[]
5736,S1_core_automatic,A1,active_automatic,595,neighbor,neighbor,lexeme_candidate,True,,,,10,9,unreviewed,lu:822a17b803992e22e0,,[]
5737,S1_core_automatic,A1,active_automatic,595,omission,omission,lexeme_candidate,True,,,,11,9,unreviewed,lu:d71df2baad22d3c578,,[]
5738,S1_core_automatic,A1,active_automatic,595,parish,parish,lexeme_candidate,True,,,,9,9,unreviewed,lu:78699799a2e423b347,,[]
5739,S1_core_automatic,A1,active_automatic,595,sturdy,sturdy,lexeme_candidate,True,,,,19,9,unreviewed,lu:e90085e060ee890907,,[]
5740,S1_core_automatic,A1,active_automatic,595,vinegar,vinegar,lexeme_candidate,True,,,,18,9,conflicting_variants,lu:9096ceb1cc87237a10,,[]
5741,S1_core_automatic,A1,active_automatic,594,affiliate,affiliate,lexeme_candidate,True,,,,19,8,unreviewed,lu:3c93cec9e2b6047c1a,,[]
5742,S1_core_automatic,A1,active_automatic,594,avert,avert,lexeme_candidate,True,,,,19,8,unreviewed,lu:124433ea0868a9f3d2,,[]
5743,S1_core_automatic,A1,active_automatic,594,biologist,biologist,lexeme_candidate,True,,,,18,8,unreviewed,lu:d124a5674aa03c84de,,[]
5744,S1_core_automatic,A1,active_automatic,594,bravery,bravery,lexeme_candidate,True,,,,14,8,unreviewed,lu:6a1286ecbed7a9ff04,,[]
5745,S1_core_automatic,A1,active_automatic,594,buyer,buyer,lexeme_candidate,True,,,,9,8,unreviewed,lu:5d837a671f0da4c71b,,[]
5746,S1_core_automatic,A1,active_automatic,594,dancer,dancer,lexeme_candidate,True,,,,9,8,unreviewed,lu:0ec0f3331126d7c2f3,,[]
5747,S1_core_automatic,A1,active_automatic,594,dvd,DVD,lexeme_candidate,True,,,,9,8,unreviewed,lu:d5b1194c804f7e35e9,,[]
5748,S1_core_automatic,A1,active_automatic,594,fume,fume,lexeme_candidate,True,,,,15,8,unreviewed,lu:41cb364cf13830cc0e,,[]
5749,S1_core_automatic,A1,active_automatic,594,guardian,guardian,lexeme_candidate,True,,,,15,8,unreviewed,lu:a6b4a39e623f3a394e,,[]
5750,S1_core_automatic,A1,active_automatic,594,gymnastics,gymnastics,lexeme_candidate,True,,,,12,8,unreviewed,lu:d393b5094c83255eef,,"[{""canonicalForm"":""gymnastic"",""confidence"":""medium"",""lexicalUnitId"":""lu:fbace121a7cbd7a16f"",""relationType"":""plural_or_3sg""}]"
5751,S1_core_automatic,A1,active_automatic,594,mediate,mediate,lexeme_candidate,True,,,,19,8,unreviewed,lu:8152b4161fca5cc8ac,,[]
5752,S1_core_automatic,A1,active_automatic,594,mold,mold,lexeme_candidate,True,,,,15,8,conflicting_variants,lu:7abe818dd32f2e68e6,,[]
5753,S1_core_automatic,A1,active_automatic,594,oath,oath,lexeme_candidate,True,,,,15,8,unreviewed,lu:2f647e22fe37f4a1c8,,[]
5754,S1_core_automatic,A1,active_automatic,594,optimum,optimum,lexeme_candidate,True,,,,18,9,detail_crosslink_quarantined,lu:ef02b643c8c1d5f656,,[]
5755,S1_core_automatic,A1,active_automatic,594,paddle,paddle,lexeme_candidate,True,,,,14,8,unreviewed,lu:64949e77692e2bfcdd,,[]
5756,S1_core_automatic,A1,active_automatic,594,patriot,patriot,lexeme_candidate,True,,,,15,8,unreviewed,lu:b179006e23afc151cd,,[]
5757,S1_core_automatic,A1,active_automatic,594,plumber,plumber,lexeme_candidate,True,,,,12,9,detail_crosslink_quarantined,lu:6196123c07e4200b4c,,[]
5758,S1_core_automatic,A1,active_automatic,594,pragmatic,pragmatic,lexeme_candidate,True,,,,19,8,unreviewed,lu:a8395f016beaa8cbea,,[]
5759,S1_core_automatic,A1,active_automatic,594,publicize,publicize,lexeme_candidate,True,,,,13,8,unreviewed,lu:a83f1a835ac2e86bf6,,[]
5760,S1_core_automatic,A1,active_automatic,594,qualitative,qualitative,lexeme_candidate,True,,,,18,9,detail_crosslink_quarantined,lu:30a4994953ec7b3c56,,[]
5761,S1_core_automatic,A1,active_automatic,594,rejoice,rejoice,lexeme_candidate,True,,,,18,8,conflicting_variants,lu:151c57f579a55d93bd,,[]
5762,S1_core_automatic,A1,active_automatic,594,repertoire,repertoire,lexeme_candidate,True,,,,19,8,unreviewed,lu:02240b90b397df5f47,,[]
5763,S1_core_automatic,A1,active_automatic,594,rumor,rumor,lexeme_candidate,True,,,,15,8,unreviewed,lu:04e2e53919e1e5b003,,[]
5764,S1_core_automatic,A1,active_automatic,594,sanctuary,sanctuary,lexeme_candidate,True,,,,13,8,unreviewed,lu:15e4b4c6d4fa746885,,[]
5765,S1_core_automatic,A1,active_automatic,594,sensory,sensory,lexeme_candidate,True,,,,15,8,unreviewed,lu:799ccead214f6a010e,,[]
5766,S1_core_automatic,A1,active_automatic,594,sidewalk,sidewalk,lexeme_candidate,True,,,,11,8,unreviewed,lu:1f6dc4a7a6f0d004c9,,[]
5767,S1_core_automatic,A1,active_automatic,594,solitude,solitude,lexeme_candidate,True,,,,13,8,unreviewed,lu:30ef89b40707c60494,,[]
5768,S1_core_automatic,A1,active_automatic,594,supervisor,supervisor,lexeme_candidate,True,,,,19,8,unreviewed,lu:cf462c81186b993484,,[]
5769,S1_core_automatic,A1,active_automatic,594,trustworthy,trustworthy,lexeme_candidate,True,,,,12,8,unreviewed,lu:8d4853e5d5a08f9d11,,[]
5770,S1_core_automatic,A1,active_automatic,594,verge,verge,lexeme_candidate,True,,,,18,9,detail_crosslink_quarantined,lu:54c5521d24ca58f575,,[]
5771,S1_core_automatic,A1,active_automatic,593,aquatic,aquatic,lexeme_candidate,True,,,,12,9,unreviewed,lu:ee61b27d76f7b143b3,,[]
5772,S1_core_automatic,A1,active_automatic,593,atmospheric,atmospheric,lexeme_candidate,True,,,,18,9,unreviewed,lu:809d77ca6beb50062e,,[]
5773,S1_core_automatic,A1,active_automatic,593,brag,brag,lexeme_candidate,True,,,,12,9,unreviewed,lu:1afb492dc3b34dcf60,,[]
5774,S1_core_automatic,A1,active_automatic,593,breadth,breadth,lexeme_candidate,True,,,,12,9,conflicting_variants,lu:7106d1729a909d5db6,,[]
5775,S1_core_automatic,A1,active_automatic,593,gleam,gleam,lexeme_candidate,True,,,,14,8,detail_crosslink_quarantined,lu:367aa8be2c71e7ecdf,,[]
5776,S1_core_automatic,A1,active_automatic,593,glitter,glitter,lexeme_candidate,True,,,,18,9,unreviewed,lu:6734dc6f06bc40c313,,[]
5777,S1_core_automatic,A1,active_automatic,593,humane,humane,lexeme_candidate,True,,,,12,9,unreviewed,lu:22e876347e1a1adf79,,[]
5778,S1_core_automatic,A1,active_automatic,593,perplex,perplex,lexeme_candidate,True,,,,18,9,unreviewed,lu:84dfe1e6d032a46890,,[]
5779,S1_core_automatic,A1,active_automatic,593,ruthless,ruthless,lexeme_candidate,True,,,,18,9,unreviewed,lu:b36dbb1ee6a6e675ba,,[]
5780,S1_core_automatic,A1,active_automatic,593,sharply,sharply,lexeme_candidate,True,,,,10,9,unreviewed,lu:2dff712e925612ec70,,[]
5781,S1_core_automatic,A1,active_automatic,593,supporter,supporter,lexeme_candidate,True,,,,10,9,unreviewed,lu:75f5475c12e62c16ed,,[]
5782,S1_core_automatic,A1,active_automatic,593,trainer,trainer,lexeme_candidate,True,,,,9,7,unreviewed,lu:5b3b5c35b850c47398,,[]
5783,S1_core_automatic,A1,active_automatic,593,zeal,zeal,lexeme_candidate,True,,,,18,9,conflicting_variants,lu:30362948a9dca90cd1,,[]
5784,S1_core_automatic,A1,active_automatic,592,aids,aids,lexeme_candidate,True,,,,9,8,unreviewed,lu:dc0a0e5506e100fde6,,"[{""canonicalForm"":""aid"",""confidence"":""medium"",""lexicalUnitId"":""lu:146a5f9005753fc620"",""relationType"":""plural_or_3sg""}]"
5785,S1_core_automatic,A1,active_automatic,592,aluminum,aluminum,lexeme_candidate,True,,,,11,8,unreviewed,lu:a04a55efa068a4406e,,[]
5786,S1_core_automatic,A1,active_automatic,592,aquarium,aquarium,lexeme_candidate,True,,,,11,8,unreviewed,lu:c5778e284f5ba76e9b,,[]
5787,S1_core_automatic,A1,active_automatic,592,benefactor,benefactor,lexeme_candidate,True,,,,12,8,unreviewed,lu:f6a99e9a15f608e852,,[]
5788,S1_core_automatic,A1,active_automatic,592,bibliography,bibliography,lexeme_candidate,True,,,,20,8,unreviewed,lu:176b667ed7dba90148,,[]
5789,S1_core_automatic,A1,active_automatic,592,considerably,considerably,lexeme_candidate,True,,,,12,8,conflicting_variants,lu:ae4a2aac317732810a,,[]
5790,S1_core_automatic,A1,active_automatic,592,coward,coward,lexeme_candidate,True,,,,14,8,unreviewed,lu:d0aa332e825ee2ec4a,,[]
5791,S1_core_automatic,A1,active_automatic,592,depot,depot,lexeme_candidate,True,,,,10,8,unreviewed,lu:d1ed3ed50eb652eefc,,[]
5792,S1_core_automatic,A1,active_automatic,592,gigantic,gigantic,lexeme_candidate,True,,,,20,8,unreviewed,lu:9c584e6674ddcc5877,,[]
5793,S1_core_automatic,A1,active_automatic,592,ginger,ginger,lexeme_candidate,True,,,,11,8,unreviewed,lu:895016c33a2a8de732,,[]
5794,S1_core_automatic,A1,active_automatic,592,happily,happily,lexeme_candidate,True,,,,8,8,unreviewed,lu:d8cbad4fa9a820651f,,[]
5795,S1_core_automatic,A1,active_automatic,592,invert,invert,lexeme_candidate,True,,,,20,8,unreviewed,lu:a79e18e1861369851a,,[]
5796,S1_core_automatic,A1,active_automatic,592,precisely,precisely,lexeme_candidate,True,,,,12,8,unreviewed,lu:0ce9e84ff1c06f0fd9,,[]
5797,S1_core_automatic,A1,active_automatic,592,repay,repay,lexeme_candidate,True,,,,14,8,unreviewed,lu:25d997f3460a6534b0,,[]
5798,S1_core_automatic,A1,active_automatic,592,silicon,silicon,lexeme_candidate,True,,,,19,9,detail_crosslink_quarantined,lu:00eb8e3adc60413035,,[]
5799,S1_core_automatic,A1,active_automatic,592,situated,situated,lexeme_candidate,True,,,,12,8,unreviewed,lu:623b2593c1efd20216,,"[{""canonicalForm"":""situate"",""confidence"":""medium"",""lexicalUnitId"":""lu:6c2438831062e75f06"",""relationType"":""past_or_participle""}]"
5800,S1_core_automatic,A1,active_automatic,592,temporal,temporal,lexeme_candidate,True,,,,18,8,unreviewed,lu:0323e2e39e24d913bb,,[]
5801,S1_core_automatic,A1,active_automatic,591,chronicle,chronicle,lexeme_candidate,True,,,,11,9,unreviewed,lu:de283e83698cbd38b9,,[]
5802,S1_core_automatic,A1,active_automatic,591,cyberspace,cyberspace,lexeme_candidate,True,,,,13,7,unreviewed,lu:ec810f832b4ff46396,,[]
5803,S1_core_automatic,A1,active_automatic,591,dwell,dwell,lexeme_candidate,True,,,,17,8,detail_crosslink_quarantined,lu:9c076d346200de80b8,,[]
5804,S1_core_automatic,A1,active_automatic,591,organized,organized,lexeme_candidate,True,,,,7,7,unreviewed,lu:dbf7825fe3aa1dd368,,"[{""canonicalForm"":""organize"",""confidence"":""medium"",""lexicalUnitId"":""lu:31cfd3f571cb84cd84"",""relationType"":""past_or_participle""}]"
5805,S1_core_automatic,A1,active_automatic,591,pancake,pancake,lexeme_candidate,True,,,,12,7,unreviewed,lu:95ece14323dea2da1d,,[]
5806,S1_core_automatic,A1,active_automatic,591,sunglasses,sunglasses,lexeme_candidate,True,,,,9,7,unreviewed,lu:a5464c21a6a83082f0,,"[{""canonicalForm"":""sunglass"",""confidence"":""medium"",""lexicalUnitId"":""lu:f63ed21e3076e5b4eb"",""relationType"":""plural_or_3sg""}]"
5807,S1_core_automatic,A1,active_automatic,591,weary,weary,lexeme_candidate,True,,,,16,7,unreviewed,lu:862a6ad5fb9536dbf4,,[]
5808,S1_core_automatic,A1,active_automatic,590,activist,activist,lexeme_candidate,True,,,,9,8,unreviewed,lu:ab3cf6c31974b7d36c,,[]
5809,S1_core_automatic,A1,active_automatic,590,bead,bead,lexeme_candidate,True,,,,10,8,unreviewed,lu:2b2607e824a2e5acd9,,[]
5810,S1_core_automatic,A1,active_automatic,590,bolster,bolster,lexeme_candidate,True,,,,19,8,unreviewed,lu:f1b324d9e8e57e2a33,,[]
5811,S1_core_automatic,A1,active_automatic,590,brew,brew,lexeme_candidate,True,,,,13,8,unreviewed,lu:c9193e5e6d81da9aa7,,[]
5812,S1_core_automatic,A1,active_automatic,590,burger,burger,lexeme_candidate,True,,,,10,8,unreviewed,lu:d490822db70f0d4061,,[]
5813,S1_core_automatic,A1,active_automatic,590,celsius,celsius,lexeme_candidate,True,,,,9,8,unreviewed,lu:b0105592047a9a25c5,,[]
5814,S1_core_automatic,A1,active_automatic,590,chapel,chapel,lexeme_candidate,True,,,,11,8,unreviewed,lu:8388ed49005a480aef,,[]
5815,S1_core_automatic,A1,active_automatic,590,coloured,coloured,lexeme_candidate,True,,,,8,8,unreviewed,lu:59990067893e4e2da1,,"[{""canonicalForm"":""colour"",""confidence"":""medium"",""lexicalUnitId"":""lu:fdcf1455fd4c9bf2df"",""relationType"":""past_or_participle""}]"
5816,S1_core_automatic,A1,active_automatic,590,corps,corps,lexeme_candidate,True,,,,11,8,unreviewed,lu:4f7f2a4c9f2674e4c9,,[]
5817,S1_core_automatic,A1,active_automatic,590,daytime,daytime,lexeme_candidate,True,,,,10,8,unreviewed,lu:d424a72405458718c0,,[]
5818,S1_core_automatic,A1,active_automatic,590,dishonest,dishonest,lexeme_candidate,True,,,,9,8,unreviewed,lu:354d6b613580426673,,[]
5819,S1_core_automatic,A1,active_automatic,590,fireplace,fireplace,lexeme_candidate,True,,,,11,8,unreviewed,lu:2ebf89b700f493b716,,[]
5820,S1_core_automatic,A1,active_automatic,590,flip,flip,lexeme_candidate,True,,,,13,8,unreviewed,lu:f39b5396814fddc98a,,[]
5821,S1_core_automatic,A1,active_automatic,590,folklore,folklore,lexeme_candidate,True,,,,13,8,unreviewed,lu:5062b0f0687cf4c442,,[]
5822,S1_core_automatic,A1,active_automatic,590,fruitful,fruitful,lexeme_candidate,True,,,,19,8,conflicting_variants,lu:8b22dccd97f75cbbeb,,[]
5823,S1_core_automatic,A1,active_automatic,590,homeland,homeland,lexeme_candidate,True,,,,10,8,unreviewed,lu:f5d6839c8e591f4826,,[]
5824,S1_core_automatic,A1,active_automatic,590,ignite,ignite,lexeme_candidate,True,,,,19,8,unreviewed,lu:dd4743dc809ee1ad36,,[]
5825,S1_core_automatic,A1,active_automatic,590,injustice,injustice,lexeme_candidate,True,,,,8,8,unreviewed,lu:e7e5dc2ab4db47954c,,[]
5826,S1_core_automatic,A1,active_automatic,590,painstaking,painstaking,lexeme_candidate,True,,,,19,8,unreviewed,lu:3878f720ca019f9e79,,[]
5827,S1_core_automatic,A1,active_automatic,590,prosper,prosper,lexeme_candidate,True,,,,13,8,unreviewed,lu:b194887ea1f4d099b2,,[]
5828,S1_core_automatic,A1,active_automatic,590,reunion,reunion,lexeme_candidate,True,,,,12,8,unreviewed,lu:075b0375788da9f218,,[]
5829,S1_core_automatic,A1,active_automatic,590,seventh,seventh,lexeme_candidate,True,,,,10,8,unreviewed,lu:9ae4d36b13324dfa70,,[]
5830,S1_core_automatic,A1,active_automatic,590,stomachache,stomachache,lexeme_candidate,True,,,,11,7,detail_crosslink_quarantined,lu:0c86cab9a0929fb660,,[]
5831,S1_core_automatic,A1,active_automatic,590,whatsoever,whatsoever,lexeme_candidate,True,,,,11,8,unreviewed,lu:dd094bbe1dabd4b15a,,[]
5832,S1_core_automatic,A1,active_automatic,589,censor,censor,lexeme_candidate,True,,,,15,7,unreviewed,lu:0da84d8ddefc6640a5,,[]
5833,S1_core_automatic,A1,active_automatic,589,civilisation,civilisation,lexeme_candidate,True,,,,14,7,unreviewed,lu:c634770fbbdefc033e,,[]
5834,S1_core_automatic,A1,active_automatic,589,conspicuous,conspicuous,lexeme_candidate,True,,,,21,7,unreviewed,lu:1669e5ae4a5a873d6f,,[]
5835,S1_core_automatic,A1,active_automatic,589,dumpling,dumpling,lexeme_candidate,True,,,,13,7,unreviewed,lu:2553eecfa115c43f1d,,[]
5836,S1_core_automatic,A1,active_automatic,589,equate,equate,lexeme_candidate,True,,,,10,9,unreviewed,lu:e734914c278167ca22,,[]
5837,S1_core_automatic,A1,active_automatic,589,escort,escort,lexeme_candidate,True,,,,14,8,detail_crosslink_quarantined,lu:777f2946e448fef1f1,,[]
5838,S1_core_automatic,A1,active_automatic,589,hopefully,hopefully,lexeme_candidate,True,,,,7,7,unreviewed,lu:e0d4d5ef80bd594c2d,,[]
5839,S1_core_automatic,A1,active_automatic,589,jargon,jargon,lexeme_candidate,True,,,,18,8,detail_crosslink_quarantined,lu:f925595462b2d53337,,[]
5840,S1_core_automatic,A1,active_automatic,589,lawsuit,lawsuit,lexeme_candidate,True,,,,18,8,detail_crosslink_quarantined,lu:23708f8c27bea9650a,,[]
5841,S1_core_automatic,A1,active_automatic,589,ms,ms,lexeme_candidate,True,,,,11,7,unreviewed,lu:2a75f9e5a8c0440f12,,[]
5842,S1_core_automatic,A1,active_automatic,589,pinpoint,pinpoint,lexeme_candidate,True,,,,14,8,detail_crosslink_quarantined,lu:690b897445b4702aec,,[]
5843,S1_core_automatic,A1,active_automatic,589,policewoman,policewoman,lexeme_candidate,True,,,,11,8,detail_crosslink_quarantined,lu:125247ea6dd6caee30,,[]
5844,S1_core_automatic,A1,active_automatic,589,rainforest,rainforest,lexeme_candidate,True,,,,11,8,detail_crosslink_quarantined,lu:9f0ada8435ddce0ebc,,[]
5845,S1_core_automatic,A1,active_automatic,589,substantially,substantially,lexeme_candidate,True,,,,11,7,conflicting_variants,lu:07ad1f013e37f7ef50,,[]
5846,S1_core_automatic,A1,active_automatic,589,unsettle,unsettle,lexeme_candidate,True,,,,13,7,unreviewed,lu:643d337560cbf10bfa,,[]
5847,S1_core_automatic,A1,active_automatic,589,watermelon,watermelon,lexeme_candidate,True,,,,11,7,unreviewed,lu:5b90a6e51e12051f2a,,[]
